product_id,product_code,product_name_common,product_name_iupac,cas_number,cas_verified_status,category,seo_title,seo_meta_description,seo_keywords,description_short,description_long,feature_bullets,application_tags,spec_tg_c,spec_mp_c,spec_dk,spec_df,tsca,Column1
CHEM-4134,"1,4-BGDMA","1,4-Butanediol Dimethacrylate","1,4-Butanediol Dimethacrylate (1,4-BG)",2082-81-7,Verified,Methacrylate,"1,4-BGDMA Crosslinker for Engineering Plastics & Adhesives | CAS 2082-81-7","Utilize 1,4-Butanediol Dimethacrylate (1,4-BGDMA), a cross-linking monomer, to provide a good balance of hardness, toughness, and flexibility in adhesives, coatings, and engineering plastics.","1,4-butanediol dimethacrylate,BGDMA,crosslinker,engineering plastic,tough adhesive,CAS 2082-81-7",A cross-linking monomer that provides a good balance of hardness and flexibility.,"1,4-Butanediol Dimethacrylate (1,4-BGDMA) is a cross-linking monomer that imparts toughness, hardness, and good flexibility to cured polymers. It is used as a modifier in engineering plastics and as a key component in structural adhesives and coatings to improve their mechanical performance.",Crosslinker for Mechanical Performance|Good Balance of Hardness & Flexibility|Improves Toughness|Used in Engineering Plastics,"Adhesives,Coatings,Engineering Plastics,Dental Composites",,,,,,Listed
CHEM-4135,"1,6-HDDMA","1,6-Hexanediol Dimethacrylate","1,6-Hexanediol Dimethacrylate (HD)",6606-59-3,Verified,Methacrylate,"1,6-HDDMA Flexible Crosslinker for Coatings & Inks | CAS 6606-59-3","Employ 1,6-Hexanediol Dimethacrylate (1,6-HDDMA), a flexible cross-linking monomer, to reduce viscosity, improve impact resistance, and enhance flexibility in coatings, inks, and adhesives.","1,6-hexanediol dimethacrylate,HDDMA,flexible crosslinker,impact resistance,viscosity reducer,CAS 6606-59-3",A flexible cross-linking monomer that reduces viscosity and improves impact resistance.,"1,6-Hexanediol Dimethacrylate (1,6-HDDMA) is a low-viscosity, difunctional monomer with a relatively long and flexible C6 alkyl chain. It is used as a reactive diluent to reduce the viscosity of formulations while also acting as a cross-linker that improves flexibility and impact resistance in the final cured product.","Low-Viscosity Crosslinker|Long, Flexible C6 Chain|Improves Flexibility & Impact Resistance|Reactive Diluent","Coatings,Inks,Adhesives,Photopolymers",,,,,,Listed
CHEM-4136,GDMA,Glycerol Dimethacrylate,Glycerol Dimethacrylate,1830-78-0,Verified,Methacrylate,Glycerol Dimethacrylate Hydroxy-Functional Crosslinker | CAS 1830-78-0,"Use Glycerol Dimethacrylate (GDMA), a hydroxy-functional cross-linker, to promote adhesion and provide a site for further reaction in dental adhesives and specialty coatings.","glycerol dimethacrylate,GDMA,hydroxy-functional crosslinker,adhesion promoter,dental adhesive,CAS 1830-78-0",A hydroxy-functional cross-linker that promotes adhesion and provides a site for further reaction.,Glycerol Dimethacrylate (GDMA) is a cross-linking monomer that also contains a free hydroxyl group. This dual functionality allows it to both form a cross-linked network and promote adhesion to polar substrates through the hydroxyl group. The hydroxyl group can also serve as a site for subsequent chemical reactions.,Hydroxy-functional Crosslinker|Promotes Adhesion to Polar Substrates|Provides Site for Further Reaction|Improves Wetting,"Adhesion Promoter,Dental Adhesives,Coatings,Composite Binders",,,,,,Listed
CHEM-4137,PETMA,Pentaerythritol Trimethacrylate,Pentaerythritol Trimethacrylate,3253-41-6,Verified,Methacrylate,"Pentaerythritol Trimethacrylate for Hard, Abrasion-Resistant Coatings | CAS 3253-41-6","Utilize Pentaerythritol Trimethacrylate, a multi-functional methacrylate, to create polymers with high hardness and excellent abrasion resistance for demanding coating and dental sealant applications.","pentaerythritol trimethacrylate,PETMA,multi-functional methacrylate,hard coating,abrasion resistance,dental sealant,CAS 3253-41-6",A multi-functional methacrylate for high hardness and abrasion resistance.,"Pentaerythritol Trimethacrylate is a tri-functional methacrylate monomer used to achieve a high cross-link density. This results in very hard, scratch-resistant, and chemically resistant polymers, making it suitable for durable, abrasion-resistant coatings and dental sealants.","Tri-functional Methacrylate|High Cross-link Density|Creates Hard, Scratch-Resistant Surfaces|Excellent Abrasion & Chemical Resistance","Abrasion-Resistant Coatings,Dental Sealants,Hard Coatings",,,,,,Listed
CHEM-4138,PETTMA,Pentaerythritol Tetramethacrylate,Pentaerythritol Tetramethacrylate,3253-39-2,Verified,Methacrylate,Pentaerythritol Tetramethacrylate for Maximum Hardness & Scratch Resistance | CAS 3253-39-2,"Employ Pentaerythritol Tetramethacrylate, a highly functional cross-linker, for maximum hardness, scratch resistance, and chemical resistance in high-performance hard coatings and dental materials.","pentaerythritol tetramethacrylate,PETTMA,tetra-functional crosslinker,maximum hardness,scratch resistance,dental material,CAS 3253-39-2","A highly functional cross-linker for maximum hardness, scratch resistance, and chemical resistance.","Pentaerythritol Tetramethacrylate is a tetra-functional monomer that creates an extremely high cross-link density. This imparts maximum hardness, scratch resistance, and chemical resistance to the cured polymer. It is used in the most demanding applications where surface durability is the primary requirement.",Tetra-functional Monomer|Extremely High Cross-link Density|Maximum Hardness & Scratch Resistance|Maximum Chemical Resistance,"Hard Coatings,Composites,Dental Materials,Abrasion-Resistant Inks",,,,,,Listed
CHEM-4139,DPHA,Dipentaerythritol Hexaacrylate,Dipentaerythritol Hexaacrylate,29570-58-9,Verified,Methacrylate,DPHA for Ultra-Fast Cure & Extreme Hardness | CAS 29570-58-9,"Utilize Dipentaerythritol Hexaacrylate (DPHA), a highly functional acrylate, for formulations requiring extremely fast UV cure speeds and the highest levels of hardness and scratch resistance, such as overprint varnishes.","dipentaerythritol hexaacrylate,DPHA,hexa-functional acrylate,fast cure,extreme hardness,overprint varnish,CAS 29570-58-9",A highly functional acrylate for extremely fast cure and high hardness.,"Dipentaerythritol Hexaacrylate (DPHA) is a hexa-functional acrylate monomer known for its extremely high reactivity and ability to form very hard, scratch-resistant films. Its high functionality leads to very fast cure speeds in UV systems, making it a go-to choice for applications like hard coatings and overprint varnishes where high throughput and durability are essential.","Hexa-functional Acrylate|Extremely Fast UV Cure Speed|Produces Very Hard, Scratch-Resistant Films|High Reactivity","UV Coatings,Inks,Overprint Varnishes,Hard Coatings",,,,,,Listed
CHEM-5001,BPFL,Cardo Bisphenol,"9,9-Bis(4-hydroxyphenyl) fluorene",3236-71-3,Verified,Specialty,BPFL Cardo Bisphenol for High-Tg Polymers & Optical Films | CAS 3236-71-3,"Incorporate BPFL, a rigid 'cardo' bisphenol, to synthesize polymers with exceptional thermal stability (high Tg), high refractive index, and excellent optical clarity.","BPFL,cardo bisphenol,9,9-bis(4-hydroxyphenyl)fluorene,high Tg polymer,high refractive index,optical polymer,CAS 3236-71-3",A rigid 'cardo' bisphenol that imparts exceptional thermal stability (high Tg) and a high refractive index.,"The 'cardo' structure, containing a bulky, perpendicular fluorene group, severely restricts polymer chain rotation. This leads to polymers with exceptionally high glass transition temperatures (Tg), outstanding thermal stability, and a high refractive index, making BPFL a key monomer for advanced optical and high-temperature applications.",Rigid 'Cardo' Structure|Exceptional Thermal Stability (High Tg)|High Refractive Index|Excellent Optical Clarity,"High-Tg Polycarbonates,Specialty Epoxies,Optical Lenses & Films,Electronic Packaging",,225,,,Listed,
CHEM-5002,PACS,p-Acetoxystyrene,p-Acetoxystyrene,2628-16-2,Verified,Specialty,p-Acetoxystyrene (PACS) Monomer for Photoresist Binders | CAS 2628-16-2,"Utilize high-purity p-Acetoxystyrene (PACS), a protected vinyl monomer, for producing poly(p-hydroxystyrene), a critical polymer binder for advanced photoresists in microelectronics.","p-acetoxystyrene,PACS,poly(p-hydroxystyrene),photoresist binder,protected monomer,microelectronics,CAS 2628-16-2","A protected vinyl monomer for producing poly(p-hydroxystyrene), a critical binder for photoresists.","p-Acetoxystyrene is a key specialty monomer where the hydroxyl group is protected by an acetyl group. This allows for controlled polymerization to form poly(p-acetoxystyrene), which is then hydrolyzed to poly(p-hydroxystyrene), a foundational polymer used as a binder in photoresist formulations for semiconductor manufacturing.",Protected Hydroxyl Group|Forms Poly(p-hydroxystyrene)|Critical Photoresist Material|High Purity for Microelectronics,"Microelectronics,Photoresists,High-Temp Adhesives,Metal Subcoatings",,8,,,Listed,
CHEM-5003,BCF,Methyl-Substituted Cardo Bisphenol,"9,9-Bis(4-hydroxy-3-methylphenyl) fluorene",88938-12-9,Verified,Specialty,BCF Methyl-Substituted Bisphenol for Modified High-Tg Polymers | CAS 88938-12-9,"Use BCF, a methyl-substituted derivative of BPFL, to modify the solubility and reactivity in high-Tg polyesters and modified polycarbonates while maintaining excellent thermal stability.","BCF,methyl-substituted bisphenol,cardo bisphenol,high-Tg polyester,modified polycarbonate,CAS 88938-12-9",A methyl-substituted BPFL derivative to modify solubility and reactivity in high-Tg polymers.,"BCF is a specialty 'cardo' bisphenol that is a derivative of BPFL, featuring methyl groups on the phenolic rings. These methyl groups modify the monomer's reactivity and improve its solubility in common organic solvents compared to BPFL, allowing for easier processing while still imparting a very high glass transition temperature to polymers.",Methyl-Substituted 'Cardo' Structure|Improves Solubility vs BPFL|Modifies Reactivity|Imparts Very High Tg,"High-Tg Polyesters,Modified Polycarbonates,Specialty Resins",,219,,,Not Listed,
CHEM-5004,DHDE,Flexible Bisphenol Monomer,"4,4'-Dihydroxy diphenylether",1965-09-9,Verified,Specialty,DHDE Flexible Bisphenol Intermediate for Specialty Polymers | CAS 1965-09-9,"Utilize DHDE, a flexible bisphenol monomer with an ether linkage, as an intermediate for synthesizing specialty polyimides, polyamides, and epoxy resins where improved flexibility is required.","DHDE,dihydroxy diphenylether,flexible bisphenol,polymer intermediate,specialty epoxy,CAS 1965-09-9","A flexible bisphenol monomer used as an intermediate for polyimides, polyamides, and specialty epoxies.","4,4'-Dihydroxy diphenylether (DHDE) is a bisphenol monomer containing a flexible ether linkage. This structure introduces flexibility into the polymer backbone, making it a useful intermediate for creating tougher, less brittle versions of high-performance polymers like polyimides, polyamides, and specialty epoxy resins.",Flexible Ether Linkage|Introduces Flexibility to Polymer Backbone|Toughening Monomer|Intermediate for High-Performance Polymers,"Polymer Intermediates,Specialty Epoxies,Polyamides,High-Performance Polymers",,168,,,Listed,
CHEM-5005,J-DPP,DCPD-Modified Phenolic Resin,"Phenol, polymer with DCPD",30420-31-6,Verified,Specialty,J-DPP DCPD-Phenolic Resin for Low-Loss Electronics | CAS 30420-31-6,"Formulate low moisture absorption and low dielectric constant resins with J-DPP, a DCPD-modified phenolic resin ideal for semiconductor encapsulants and copper-clad laminates.","DCPD phenolic resin,low dielectric resin,low moisture absorption,semiconductor encapsulant,copper-clad laminate,CAS 30420-31-6",A DCPD-modified phenolic resin providing low moisture absorption and low dielectric constant.,"J-DPP is a specialty phenolic resin modified with dicyclopentadiene (DCPD). The bulky, hydrocarbon-rich DCPD structure reduces the resin's polarity, leading to significantly lower moisture absorption and a lower dielectric constant compared to standard phenolic resins. This makes it an excellent choice for high-reliability electronic packaging applications.",DCPD-Modified Phenolic|Low Moisture Absorption|Low Dielectric Constant|High Reliability for Electronics,"Semiconductor Encapsulants,Copper-Clad Laminates,Low-Loss Epoxies,Molding Compounds",,,,,,Listed
CHEM-5006,S-TPM,Phenolic Resin Hardener,Polymer of 2-hydroxybenzaldehyde with phenol,112755-07-4,Verified,Specialty,S-TPM Phenolic Resin Hardener for Epoxy Systems | CAS 112755-07-4,"Use S-TPM, a specialty phenolic resin, as a hardener or raw material for high-performance epoxy resin systems, molding compounds, and laminating resins.","phenolic resin hardener,epoxy hardener,molding compound,laminating resin,CAS 112755-07-4",A phenolic resin used as a hardener or raw material for epoxy resin systems.,"S-TPM is a specialty phenolic resin designed to be used as a hardener for epoxy systems. It creates a highly cross-linked network upon curing, resulting in excellent thermal stability and chemical resistance in the final product. It is used in molding compounds and laminating resins where high performance is required.",Phenolic Resin Hardener|Creates Highly Cross-linked Network|Imparts High Thermal Stability|Excellent Chemical Resistance,"Epoxy Hardeners,Molding Compounds,Laminating Resins",,,,,,Not Listed
CHEM-5007,MAP,3-aminophenol,3-aminophenol,591-27-5,Verified,Specialty,3-Aminophenol (MAP) Intermediate for Dyes & Polymers | CAS 591-27-5,"Utilize 3-Aminophenol (MAP), a versatile aromatic amine and phenol intermediate, for the synthesis of dyes, polymer stabilizers, and high-performance polymers.","3-aminophenol,MAP,aminophenol,dye intermediate,pharmaceutical synthesis,polymer stabilizer,CAS 591-27-5","An aromatic amine/phenol intermediate for dyes, polymer stabilizers, and pharmaceuticals.","3-Aminophenol (MAP) is a versatile chemical intermediate containing both an amine and a hydroxyl group. This dual functionality makes it a valuable building block in a wide range of chemical syntheses. It is a key raw material for certain dyes, pharmaceuticals, and as a monomer for high-performance polymers.",Dual Amine & Phenol Functionality|Versatile Chemical Intermediate|Key Raw Material for Dyes|Used in Pharmaceutical Synthesis,"Dye Intermediates,Pharmaceutical Synthesis,Polymer Stabilizers,High-Performance Polymers",,123,,,Listed,
CHEM-5008,SPI,Spiro-Bisphenol,"6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiindane",1568-80-5,Verified,Specialty,"SPI Spiro-Bisphenol for High-Tg, Dimensionally Stable Polymers | CAS 1568-80-5","Incorporate SPI, a unique bisphenol with a rigid, non-planar spiro core, to create polymers with very high glass transition temperatures (Tg), excellent dimensional stability, and high gas permeability.","spirobiindane,SPI,spiro bisphenol,high-Tg polymer,dimensional stability,gas separation membrane,CAS 1568-80-5","A unique bisphenol with a rigid, non-planar core imparting very high Tg and dimensional stability.","This specialty bisphenol has a unique spirocyclic structure, where two rings are linked by a single carbon atom. This creates a rigid, non-planar, and contorted molecular shape that severely restricts chain packing. The result is polymers with exceptionally high Tg, excellent dimensional stability, and significant free volume, making them suitable for gas separation membranes.","Rigid, Non-Planar Spiro Core|Exceptionally High Tg|Excellent Dimensional Stability|High Free Volume & Gas Permeability","High-Tg Polymers,Optical Polymers,Gas Separation Membranes,Low-Dielectric Materials",,215,,,Not Listed,
CHEM-5009,4A-3MP,4-Amino-3-methylphenol,4-Amino-3-methylphenol,2835-99-6,Verified,Specialty,4-Amino-3-methylphenol for Hair Dyes & Specialty Resins | CAS 2835-99-6,"Use 4-Amino-3-methylphenol, a functionalized aminophenol, as a key intermediate for hair color dyes, agrochemicals, and other high-end specialty resins.","4-amino-3-methylphenol,aminophenol,hair dye intermediate,agrochemical,specialty resin,CAS 2835-99-6","A functionalized aminophenol used as an intermediate for dyes, agrochemicals, and high-end resins.","4-Amino-3-methylphenol is a specialty chemical intermediate. It is most widely known for its use as a 'coupler' in permanent hair dye formulations, where it reacts with a 'developer' to form the final color. It also serves as a building block for certain agrochemicals and specialty resins.",Functionalized Aminophenol|Key Hair Dye Intermediate (Coupler)|Building Block for Agrochemicals|Used in Specialty Resins,"Dye Intermediates (Hair Color),Agrochemicals,Specialty Resins",,177,,,Listed,
CHEM-5010,H-BPA,Hydrogenated Bisphenol A,Hydrogenated Bisphenol A,80-04-6,Verified,Specialty,Hydrogenated Bisphenol A (H-BPA) for Weatherable Resins | CAS 80-04-6,"Improve the weatherability and UV stability of your epoxy and polyester resins by incorporating Hydrogenated Bisphenol A (H-BPA), a key monomer for durable outdoor coatings.","hydrogenated bisphenol A,H-BPA,HBPA,weatherable coating,UV stability,specialty epoxy,unsaturated polyester,CAS 80-04-6","Hydrogenated Bisphenol A, improves weatherability and thermal stability in epoxies and polyesters.","Hydrogenated Bisphenol A (H-BPA) is produced by saturating the aromatic rings of standard Bisphenol A. This process removes the sites vulnerable to UV degradation, resulting in a monomer that imparts excellent weatherability and long-term color stability to polymer systems like specialty epoxies and unsaturated polyesters, especially for outdoor applications.",Saturated Cycloaliphatic Structure|Excellent Weatherability & UV Stability|Improves Long-Term Color Stability|For Durable Outdoor Resins,"Weatherable Coatings,Specialty Epoxies,Unsaturated Polyesters,Powder Coatings",,,,,,Listed
CHEM-5011,H-APP,Rigid Biphenyl Diamine,"4,4'-Bis(4-aminophenoxy)biphenyl",106031-86-1,Verified,Specialty,H-APP Rigid Diamine for High-Performance Polyimides | CAS 106031-86-1,"Synthesize high-performance polyimides with excellent thermal stability and high glass transition temperatures using H-APP, a rigid aromatic diamine monomer with a biphenyl core.","H-APP,rigid diamine,biphenyl diamine,high-performance polyimide,aerospace composite,high-Tg polyimide,CAS 106031-86-1","A rigid aromatic diamine monomer with a biphenyl core, used for synthesizing high-performance polyimides.","H-APP is a high-performance aromatic diamine featuring a rigid biphenyl core. This rigidity translates directly to polymers with excellent thermal stability, a high glass transition temperature (Tg), and good mechanical properties, making it a suitable monomer for demanding applications like aerospace composites and specialty electronics.",Rigid Biphenyl Core|Excellent Thermal Stability|High Glass Transition Temperature (Tg)|Good Mechanical Properties,"High-Performance Polyimides,Aerospace Composites,High-Temperature Adhesives,Specialty Electronics",,,,,,Not Listed
CHEM-5012,DMEU,"1,3-Dimethyl-2-imidazolidinone","1,3-Dimethyl-2-imidazolidinone",80-73-9,Verified,Specialty,DMEU Aprotic Polar Solvent & Catalyst | CAS 80-73-9,"Utilize DMEU, a high-boiling, aprotic polar solvent, for a variety of chemical reactions. It is also used as a catalyst and as an additive in polyurethane formulations.","DMEU,dimethylimidazolidinone,aprotic solvent,polar solvent,catalyst,polyurethane additive,CAS 80-73-9","An aprotic polar solvent, also used as a catalyst and in polyurethane formulations.","1,3-Dimethyl-2-imidazolidinone (DMEU) is a high-boiling, cyclic urea that is used as an aprotic polar solvent. It has excellent chemical and thermal stability and can dissolve a wide range of organic and inorganic compounds. It is also used as a catalyst and as a component in some polyurethane systems.",Aprotic Polar Solvent|High Boiling Point|Excellent Chemical & Thermal Stability|Good Solvating Power,"Solvent,Catalyst,Polyurethane Additive,Reaction Medium",,,,,,Listed
CHEM-5013,ODB-2,Leuco Dye Color Former,2-Anilino-6-dibutylamino-3-methylfluoran,89331-94-2,Verified,Specialty,ODB-2 Black Leuco Dye for Thermal & Carbonless Paper | CAS 89331-94-2,"Use ODB-2, a high-quality black leuco dye, as a color former in the production of carbonless copy paper and direct thermal printing papers.","leuco dye,color former,ODB-2,carbonless paper,thermal paper,black dye,CAS 89331-94-2","A leuco dye, a color former used in carbonless copy paper and thermal printing.","ODB-2 is a fluoran leuco dye. In its 'leuco' (colorless) state, it is stable, but upon reaction with an acidic developer (e.g., in carbonless paper) or upon heating (in thermal paper), its chemical structure changes to a highly conjugated form that is intensely black. It is a primary color former for creating black images in these applications.",Fluoran Leuco Dye|Forms Intense Black Color|Used in Carbonless Paper|Used in Thermal Paper,"Carbonless Paper,Thermal Paper,Specialty Inks",,,,,,Listed
CHEM-6001,Recycled MMA,Recycled Methyl Methacrylate,Methyl Methacrylate,80-62-6,Verified,Specialty,Recycled Methyl Methacrylate (MMA) Monomer | CAS 80-62-6,"High-quality recycled Methyl Methacrylate (MMA) monomer for sustainable polymer synthesis, coatings, and casting resins. A cost-effective and environmentally friendly alternative to virgin MMA.","recycled MMA,methyl methacrylate,recycled monomer,sustainable chemical,acrylic resin,CAS 80-62-6",A cost-effective and sustainable source of Methyl Methacrylate monomer.,"Recycled Methyl Methacrylate (MMA) offers a sustainable and cost-effective alternative to virgin monomer without compromising purity or performance. Through advanced purification processes, this monomer is suitable for a wide range of applications, including the synthesis of acrylic sheets, resins, adhesives, and coatings, contributing to a circular economy.",Sustainable & Recycled|Cost-Effective Alternative|High Purity|Reduces Environmental Impact,"Acrylic Resins,Adhesives,Coatings,Casting Resins,Polymer Synthesis",,,,,,Listed
